,Id,State,Year,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Prescriptions Dispensed by US Retailers in that year (millions)
370,US17,Illinois,2006,929,12643955.0,7.35,6.9,7.8,174.0
371,US18,Indiana,2006,188,6332669.0,2.95,2.5,3.4,174.0
372,US19,Iowa,2006,101,2982644.0,3.35,2.7,4.0,174.0
373,US20,Kansas,2006,127,2762931.0,4.6,3.8,5.4,174.0
374,US21,Kentucky,2006,343,4219239.0,8.15,7.3,9.0,174.0
375,US22,Louisiana,2006,203,4302665.0,4.75,4.1,5.4,174.0
376,US23,Maine,2006,97,1323619.0,7.4,5.9,8.9,174.0
377,US24,Maryland,2006,584,5627367.0,10.35,9.5,11.2,174.0
378,US25,Massachusetts,2006,670,6410084.0,10.45,9.7,11.2,174.0
379,US26,Michigan,2006,641,10036081.0,6.4,5.9,6.9,174.0
380,US27,Minnesota,2006,188,5163555.0,3.65,3.1,4.2,174.0
381,US28,Mississippi,2006,69,2904978.0,2.4,1.8,3.0,174.0
382,US29,Missouri,2006,418,5842704.0,7.15,6.5,7.8,174.0
383,US30,Montana,2006,52,952692.0,5.65,4.1,7.2,174.0
384,US31,Nebraska,2006,34,1772693.0,2.0,1.3,2.7,174.0
385,US32,Nevada,2006,378,2522658.0,15.0,13.5,16.5,174.0
386,US33,New Hampshire,2006,108,1308389.0,8.25,6.7,9.8,174.0
387,US34,New Jersey,2006,377,8661679.0,4.35,3.9,4.8,174.0
388,US35,New Mexico,2006,252,1962137.0,12.85,11.3,14.4,174.0
389,US36,New York,2006,1056,19104631.0,5.55,5.2,5.9,174.0
390,US37,North Carolina,2006,708,8917270.0,7.95,7.4,8.5,174.0
391,US38,North Dakota,2006,360,649422.0,6.71668742217,5.78667496887,7.64669987547,174.0
392,US39,Ohio,2006,675,11481213.0,5.85,5.4,6.3,174.0
393,US40,Oklahoma,2006,394,3594090.0,10.95,9.9,12.0,174.0
394,US41,Oregon,2006,396,3670883.0,10.8,9.7,11.9,174.0
395,US42,Pennsylvania,2006,429,12510809.0,3.45,3.1,3.8,174.0
396,US44,Rhode Island,2006,132,1063096.0,12.4,10.3,14.5,174.0
397,US45,South Carolina,2006,234,4357847.0,5.4,4.7,6.1,174.0
398,US46,South Dakota,2006,24,783033.0,3.3,2.0,4.6,174.0
399,US47,Tennessee,2006,483,6088766.0,7.9,7.2,8.6,174.0
400,US48,Texas,2006,1107,23359580.0,4.75,4.5,5.0,174.0
401,US49,Utah,2006,343,2525507.0,13.55,12.1,15.0,174.0
402,US50,Vermont,2006,59,622892.0,9.7,7.2,12.2,174.0
403,US51,Virginia,2006,427,7673725.0,5.55,5.0,6.1,174.0
404,US53,Washington,2006,689,6370753.0,10.8,10.0,11.6,174.0
405,US54,West Virginia,2006,299,1827912.0,16.35,14.5,18.2,174.0
406,US55,Wisconsin,2006,352,5577655.0,6.35,5.7,7.0,174.0
407,US56,Wyoming,2006,14,522667.0,3.0,1.5,4.5,174.0
408,US01,Alabama,2007,172,4672840.0,3.65,3.1,4.2,184.0
409,US02,Alaska,2007,16,680300.0,2.55,1.3,3.8,184.0
410,US04,Arizona,2007,490,6167681.0,7.9,7.2,8.6,184.0
411,US05,Arkansas,2007,156,2848650.0,5.45,4.6,6.3,184.0
412,US06,California,2007,1762,36250311.0,4.85,4.6,5.1,184.0
413,US08,Colorado,2007,368,4803868.0,7.65,6.9,8.4,184.0
414,US09,Connecticut,2007,249,3527270.0,7.05,6.2,7.9,184.0
415,US10,Delaware,2007,52,871749.0,6.15,4.5,7.8,184.0
416,US11,District of Columbia,2007,29,574404.0,5.35,3.4,7.3,184.0
417,US12,Florida,2007,1519,18367842.0,8.3,7.9,8.7,184.0
418,US13,Georgia,2007,404,9349988.0,4.3,3.9,4.7,184.0
419,US15,Hawaii,2007,82,1315675.0,6.35,5.0,7.7,184.0
420,US16,Idaho,2007,64,1505105.0,4.35,3.3,5.4,184.0
421,US17,Illinois,2007,739,12695866.0,5.8,5.4,6.2,184.0
422,US18,Indiana,2007,251,6379599.0,3.9,3.4,4.4,184.0
423,US19,Iowa,2007,112,2999212.0,3.7,3.0,4.4,184.0
424,US20,Kansas,2007,128,2783785.0,4.6,3.8,5.4,184.0
425,US21,Kentucky,2007,356,4256672.0,8.35,7.5,9.2,184.0
426,US22,Louisiana,2007,228,4375581.0,5.2,4.5,5.9,184.0
427,US23,Maine,2007,108,1327040.0,8.15,6.6,9.7,184.0
428,US24,Maryland,2007,620,5653408.0,10.95,10.1,11.8,184.0
429,US25,Massachusetts,2007,660,6431559.0,10.25,9.5,11.0,184.0
430,US26,Michigan,2007,523,10001284.0,5.25,4.8,5.7,184.0
431,US27,Minnesota,2007,185,5207203.0,3.55,3.0,4.1,184.0
432,US28,Mississippi,2007,98,2928350.0,3.4,2.7,4.1,184.0
433,US29,Missouri,2007,406,5887612.0,6.9,6.2,7.6,184.0
434,US30,Montana,2007,62,964706.0,6.55,4.9,8.2,184.0
435,US31,Nebraska,2007,41,1783440.0,2.35,1.6,3.1,184.0
436,US32,Nevada,2007,414,2601072.0,15.9,14.4,17.4,184.0
437,US33,New Hampshire,2007,148,1312540.0,11.3,9.5,13.1,184.0
438,US34,New Jersey,2007,348,8677885.0,4.0,3.6,4.4,184.0
439,US35,New Mexico,2007,272,1990070.0,13.65,12.0,15.3,184.0
440,US36,New York,2007,1064,19132335.0,5.55,5.2,5.9,184.0
441,US37,North Carolina,2007,758,9118037.0,8.3,7.7,8.9,184.0
442,US38,North Dakota,2007,17,652822.0,2.85,1.5,4.2,184.0
443,US39,Ohio,2007,755,11500468.0,6.55,6.1,7.0,184.0
444,US40,Oklahoma,2007,500,3634349.0,13.8,12.6,15.0,184.0
445,US41,Oregon,2007,362,3722417.0,9.7,8.7,10.7,184.0
446,US42,Pennsylvania,2007,501,12563937.0,3.95,3.6,4.3,184.0
